country,key,value,date
fr,pop,21135090,06/04/17
fr,pop,22128741,06/11/17
fr,pop,22462514,06/18/17
fr,pop,23971487,06/25/17
fr,pop,26526036,07/02/17
fr,pop,23874145,07/09/17
fr,pop,22153968,07/16/17
fr,pop,22009149,07/23/17
fr,pop,21244014,07/30/17
fr,pop,19827276,08/06/17
fr,pop,18746495,08/13/17
fr,pop,20904576,08/20/17
fr,pop,22611892,08/27/17
fr,pop,20287477,09/03/17
fr,pop,19941797,09/10/17
fr,pop,20876916,09/17/17
fr,pop,21473385,09/24/17
fr,pop,23721574,10/01/17
fr,pop,21396119,10/08/17
fr,pop,20637753,10/15/17
fr,pop,19950480,10/22/17
fr,pop,21689987,10/29/17
fr,pop,23547961,11/05/17
fr,pop,25958648,11/12/17
fr,pop,31935421,11/19/17
fr,pop,35176146,11/26/17
fr,pop,33762141,12/03/17
fr,pop,28707875,12/10/17
fr,pop,26800710,12/17/17
fr,pop,27834483,12/24/17
fr,pop,27137138,12/31/17
fr,pop,10641469,01/07/18
fr,country,0,01/01/17
fr,country,0,01/08/17
fr,country,0,01/15/17
fr,country,0,01/22/17
fr,country,0,01/29/17
fr,country,0,02/05/17
fr,country,0,02/12/17
fr,country,0,02/19/17
fr,country,0,02/26/17
fr,country,0,03/05/17
fr,country,0,03/12/17
fr,country,0,03/19/17
fr,country,0,03/26/17
fr,country,0,04/02/17
fr,country,0,04/09/17
fr,country,0,04/16/17
fr,country,0,04/23/17
fr,country,0,04/30/17
fr,country,0,05/07/17
fr,country,0,05/14/17
fr,country,0,05/21/17
fr,country,0,05/28/17
fr,country,0,06/04/17
fr,country,0,06/11/17
fr,country,0,06/18/17
